Candidate,Party,EVM Votes,Postal Votes,Total Votes,percent of Votes,Constituency ID
VILAS JIYALAL RAUT,Independent,1611,5,1616,0.13,S1311
BENIRAM RAMCHAND FULBANDHE,Independent,1482,15,1497,0.12,S1311
PRADEEP  DHOBALE,Independent,1163,33,1196,0.1,S1311
SURYAKIRAN ISHWAR NANDAGAWALI,Independent,1132,30,1162,0.09,S1311
ITWALE SHARAD MARTAND,Independent,1020,8,1028,0.08,S1311
TULSIRAM URKUDA GEDAM,Independent,831,11,842,0.07,S1311
CHAITRAM DASHARATH KOKASE,Independent,780,11,791,0.06,S1311
NOTA,None of the Above,10106,162,10268,0.83,S1311
DHARAMBIR SINGH,Bharatiya Janata Party,582735,5929,588664,49.74,S078
RAO DAN SINGH,Indian National Congress,541926,5228,547154,46.24,S078
BAHADUR SINGH,Jannayak Janta Party,15076,189,15265,1.29,S078
SUNIL KUMAR SHARMA,Bahujan Samaj Party,6239,97,6336,0.54,S078
SUBHASH,Rashtrawadi Janlok Party (Satya),4663,32,4695,0.4,S078
HEMANT,Independent,3876,5,3881,0.33,S078
SEEMA,Independent,2961,18,2979,0.25,S078
VED PRAKASH,Independent,1897,3,1900,0.16,S078
ANAND KUMAR,Bharatheeya Jawan Kisan Party,1642,26,1668,0.14,S078
YOGBIR SINGH,Independent,1473,5,1478,0.12,S078
VARSHA,Independent,993,60,1053,0.09,S078
BALWAN,Peoples Party of India (Democratic),854,3,857,0.07,S078
ROHTASH,Socialist Unity Centre Of India (communist),637,3,640,0.05,S078
JAI SINGH,Independent,442,9,451,0.04,S078
BHARAT BHUSHAN,Bhartiya Shakti Chetna Party,440,3,443,0.04,S078
ENGINEER MAHAVIR SINGH YADAV,Independent,406,9,415,0.04,S078
JAGDISH,Independent,219,10,229,0.02,S078
NOTA,None of the Above,5188,99,5287,0.45,S078
KODIKUNNIL SURESH,Indian National Congress,362209,7307,369516,41.29,S1116
ADV ARUN KUMAR C A,Communist Party of India,352708,5940,358648,40.07,S1116
BAIJU KALASALA,Bharath Dharma Jana Sena,140830,2154,142984,15.98,S1116
C MONICHEN,Independent,4893,81,4974,0.56,S1116
SANTHOSH PALATHUMPADAN,Bahujan Samaj Party,4183,123,4306,0.48,S1116
SURESH NOORANAD,Ambedkarite Party of India,1441,64,1505,0.17,S1116
K BIMALJI,Socialist Unity Centre Of India (communist),1336,34,1370,0.15,S1116
MANTHARA VELAYUDHAN,Independent,910,19,929,0.1,S1116
KOZHUVASSERIL SURESH,Independent,836,20,856,0.1,S1116
NOTA,None of the Above,9640,243,9883,1.1,S1116
RUDRA NARAYAN PANY,Bharatiya Janata Party,593907,4814,598721,50.24,S189
ABINASH SAMAL,Biju Janata Dal,520144,2010,522154,43.82,S189
SASHMITA BEHERA,Indian National Congress,34052,678,34730,2.91,S189
PRAFULLA KUMAR NAIK,Bahujan Samaj Party,4850,45,4895,0.41,S189
MAHESWAR SAHOO,Independent,4614,15,4629,0.39,S189
MANASI SWAIN,Socialist Unity Centre Of India (communist),3376,8,3384,0.28,S189
PRIYABRATA GARNAIK,Independent,2904,5,2909,0.24,S189
JANARDAN NAIK,Independent,2647,6,2653,0.22,S189
KAILAS CHANDRA PRADHAN,Independent,2205,8,2213,0.19,S189
SWAPNA RANI JAMES,Utkal Samaj,1603,5,1608,0.13,S189
NOTA,None of the Above,13731,46,13777,1.16,S189
SUDHEER GUPTA,Bharatiya Janata Party,942249,3512,945761,65.98,S1223
DILIP SINGH GURJAR,Indian National Congress,443622,1484,445106,31.05,S1223
KANHAIYALAL MALVIYA,Bahujan Samaj Party,10456,56,10512,0.73,S1223
ISMAIL KHAN MAIV,Independent,8810,16,8826,0.62,S1223
SUSHIL,Independent,3432,7,3439,0.24,S1223
SAEED AHAMAD,Independent,3165,2,3167,0.22,S1223
MURALIDHAR,Independent,2682,14,2696,0.19,S1223
VIJAY RANN,Independent,2314,9,2323,0.16,S1223
NOTA,None of the Above,11615,47,11662,0.81,S1223
RAJIV PRATAP RUDY,Bharatiya Janata Party,470234,1518,471752,46.18,S0420
ROHINI ACHARYA,Rashtriya Janata Dal,456763,1328,458091,44.84,S0420
LAXAMAN PRAO YADAV,Independent,22041,2,22043,2.16,S0420
SHAK NAUSHAD,Independent,16101,2,16103,1.58,S0420
AVINASH KUMAR,Bahujan Samaj Party,14708,62,14770,1.45,S0420
RAGHWENDRA PRATAP SINGH,Independent,5165,2,5167,0.51,S0420
GAJENDRA PRASAD CHAURSIYA,Janhit Kisan Party,5025,5,5030,0.49,S0420
SHATRUDHAN TIWARY,Bhartiya Sarthak Party,3661,26,3687,0.36,S0420
MOHAMAD SALIM,Independent,3148,3,3151,0.31,S0420
ARTI KUMARI,Independent,3009,14,3023,0.3,S0420
PRABHAT KUMAR,Independent,2302,4,2306,0.23,S0420
BARUN KUMAR DAS,Gana Suraksha Party,1770,5,1775,0.17,S0420
GYANI KUMAR SHARMA,Bharatiya Ekta Dal,1699,5,1704,0.17,S0420
RAJESH KUSHWAHA,Bhartiya Lok Chetna Party,1486,3,1489,0.15,S0420
NOTA,None of the Above,11382,35,11417,1.12,S0420
GENIBEN NAGAJI THAKOR,Indian National Congress,667072,4811,671883,48.83,S062
DR. REKHABEN HITESHBHAI CHAUDHARI,Bharatiya Janata Party,635760,5717,641477,46.62,S062
MANSUNGBHAI MASHRUBHAI PARMAR,Bahujan Samaj Party,9900,29,9929,0.72,S062
RATHOD MAVJI BHEMAJI,Independent,7690,6,7696,0.56,S062
SHRIMALI ASHOKBHAI BALCHANDBHAI,Independent,5473,8,5481,0.4,S062
JASUBHAI GAMAR,Bharat Adivasi Party,4615,11,4626,0.34,S062
PATEL PIYUSHBHAI KARSHANBHAI,Bharatiya Yuva Jan Ekta Party,3503,10,3513,0.26,S062
BAJAG LASHABHAI LAVAJIBHAI,Independent,2994,15,3009,0.22,S062
PRAVINBHAI ISHVARBHAI CHAUHAN,Swatantrata Abhivyakti Party,1822,1,1823,0.13,S062
IBRAHIMBHAI PARASANI,Independent,1588,3,1591,0.12,S062
PARMAR CHHAGANCHANDRARAJ,Independent,1369,5,1374,0.1,S062
CHETANKUMAR KESHAVLAL OZA,Independent,1321,13,1334,0.1,S062
NOTA,None of the Above,22034,133,22167,1.61,S062
DR. RICKY ANDREW J. SYNGKON,Voice of the People Party,569156,1922,571078,55.02,S151
VINCENT H. PALA,Indian National Congress,198045,1123,199168,19.19,S151
DR. MAZEL AMPAREEN LYNGDOH,National People's Party,185531,957,186488,17.97,S151
ROBERTJUNE KHARJAHRIN,United Democratic Party,44278,285,44563,4.29,S151
PROF. LAKHON KMA,Independent,18522,60,18582,1.79,S151
PETER SHALLAM,Independent,6975,49,7024,0.68,S151
NOTA,None of the Above,10944,64,11008,1.06,S151
K. C VENUGOPAL,Indian National Congress,398246,6314,404560,38.21,S1115
A. M ARIFF,Communist Party of India  (Marxist),335596,5451,341047,32.21,S1115
SOBHA SURENDRAN,Bharatiya Janata Party,295841,3807,299648,28.3,S1115
MURALEEDHARAN KONCHERILLAM,Bahujan Samaj Party,1578,48,1626,0.15,S1115
ARJUNAN,Socialist Unity Centre Of India (communist),1301,18,1319,0.12,S1115
VAYALAR RAJEEVAN,Bahujan Dravida Party,674,1,675,0.06,S1115
ADV.K.M SHAJAHAN,Independent,627,55,682,0.06,S1115
SHAJAHAN V. A. S/O ABDUL AZEES,Independent,553,23,576,0.05,S1115
SATHEESH SHENOI,Independent,473,9,482,0.05,S1115
JAYAKRISHNAN P,Independent,329,56,385,0.04,S1115
JYOTHI ABRAHAM,Independent,328,10,338,0.03,S1115
NOTA,None of the Above,7252,113,7365,0.7,S1115
ROOP KUMARI CHOUDHARY,Bharatiya Janata Party,701291,2368,703659,53.06,S269
TAMRADHWAJ SAHU,Indian National Congress,556764,1439,558203,42.09,S269
PROFESSOR SURESH SAHU,Independent,11885,3,11888,0.9,S269
BASANT SINHA,Bahujan Samaj Party,8823,37,8860,0.67,S269
REKHRAM BAGH,Independent,7877,1,7878,0.59,S269
GANESH RAM DHRUW,Hamar Raj Party,6626,25,6651,0.5,S269
SANTOSH DARCHAND BANJARE,Independent,6049,5,6054,0.46,S269
MUKESH KUMAR AGRAWAL,Independent,3689,2,3691,0.28,S269
SUKHNANDAN  DESHKAR,Independent,3554,1,3555,0.27,S269
NITESH KUMAR RATRE,Sunder Samaj Party,2366,7,2373,0.18,S269
DR. VIRENDRA CHAUDHRI,Bhartiya Shakti Chetna Party,2093,6,2099,0.16,S269
KALIYA PRASAD SETH,Independent,1528,3,1531,0.12,S269
MAHESH SWARN,Independent,1484,2,1486,0.11,S269
CHAMPA LAL PATEL GURUJI DHARTI PAKD,Right to Recall Party,1376,3,1379,0.1,S269
FARID QURAISHI,Gondvana Gantantra Party,1074,3,1077,0.08,S269
ISHWAR MARKANDE,Independent,957,0,957,0.07,S269
NARAD PRASAD NISHAD,Shakti Sena (Bharat Desh),897,2,899,0.07,S269
NOTA,None of the Above,3801,39,3840,0.29,S269
KHAN SAUMITRA,Bharatiya Janata Party,677320,2810,680130,44.93,S2537
SUJATA MONDAL,All India Trinamool Congress,671148,3415,674563,44.56,S2537
SITAL CHANDRA KAIBARTYA,Communist Party of India  (Marxist),104895,516,105411,6.96,S2537
SADANANDA MANDAL,Socialist Unity Centre Of India (communist),16046,28,16074,1.06,S2537
JOYDEV DHANK,Bahujan Samaj Party,9027,52,9079,0.6,S2537
BASUDEB SIKARI,Independent,5093,13,5106,0.34,S2537
NARENDRANATH RAY,Independent,4360,17,4377,0.29,S2537
NOTA,None of the Above,19062,70,19132,1.26,S2537
SHANTANU THAKUR,Bharatiya Janata Party,716952,2553,719505,48.19,S2514
BISWAJIT DAS S/O LATE BIJAY KRISHNA DAS,All India Trinamool Congress,643653,2159,645812,43.25,S2514
PRADIPKUMAR BISWAS,Indian National Congress,64859,317,65176,4.37,S2514
DIPAK MAJUMDAR,All India Secular Front,19199,17,19216,1.29,S2514
SUJATA BAIRAGI,Independent,9649,4,9653,0.65,S2514
JASHAJIT SARKHEL,Independent,7829,4,7833,0.52,S2514
CHANDAN MALLICK,Bahujan Samaj Party,5905,30,5935,0.4,S2514
PRANITA MANDAL,Independent,2407,4,2411,0.16,S2514
SUMITA PODDAR,Independent,2347,7,2354,0.16,S2514
BISWAJIT DAS S/O LATE BALARAM DAS,Independent,2241,7,2248,0.15,S2514
PATIT PABAN MANDAL,Socialist Unity Centre Of India (communist),2140,29,2169,0.15,S2514
SAMARESH BISWAS,Party for Democratic Socialism,1562,3,1565,0.1,S2514
BISWAJIT DAS,Independent,1257,15,1272,0.09,S2514
KALYAN SARKAR,Independent,676,15,691,0.05,S2514
SUBRATA BISWAS,Guruchand Sena Dal,581,2,583,0.04,S2514
NOTA,None of the Above,6635,50,6685,0.45,S2514
BUNTY VIVEK SAHU,Bharatiya Janata Party,643489,1249,644738,49.41,S1216
NAKUL KAMALNATH,Indian National Congress,529931,1189,531120,40.7,S1216
DEVIRAM URF DEV RAVEN BHALAVI,Gondvana Gantantra Party,55854,134,55988,4.29,S1216
UMAKANT BANDEWAR,Bahujan Samaj Party,11802,21,11823,0.91,S1216
KAPIL SONI,Rashtriya Gondvana Party,9634,4,9638,0.74,S1216
SIRAJ SHEKH,Independent,9567,1,9568,0.73,S1216
PAWANSHAH SARYAM,Independent,6612,9,6621,0.51,S1216
SUBHASH SHUKLA,Independent,5768,1,5769,0.44,S1216
RAJENDRA DONGRE,Independent,4628,4,4632,0.35,S1216
GOVIND BHALAVI,Independent,4022,7,4029,0.31,S1216
MOHD. PARVEZ QURESHI,Independent,3818,10,3828,0.29,S1216
AJAY BARKADE,Independent,2491,4,2495,0.19,S1216
KUSHWAHA RAJESH TANTRIK,Ahinsa Samaj Party,1695,3,1698,0.13,S1216
 PRAKASH PARTETI,Rashtra Samarpan Party,1652,2,1654,0.13,S1216
FOGAL BANSOD,Republican Party of India (A),1322,1,1323,0.1,S1216
NOTA,None of the Above,9887,16,9903,0.76,S1216
ADV ADOOR PRAKASH,Indian National Congress,323273,4778,328051,33.29,S1119
V JOY,Communist Party of India  (Marxist),321715,5652,327367,33.22,S1119
V  MURALEEDHARAN,Bharatiya Janata Party,307710,4069,311779,31.64,S1119
SURABHI S,Bahujan Samaj Party,4485,39,4524,0.46,S1119
PRAKASH P L,Independent,1762,52,1814,0.18,S1119
SANTHOSH K,Independent,1146,58,1204,0.12,S1119
PRAKASH S,Independent,745,66,811,0.08,S1119
NOTA,None of the Above,9681,110,9791,0.99,S1119
GOPINATH K,Indian National Congress,491131,1752,492883,42.27,S229
JAYAPRAKASH V,All India Anna Dravida Munnetra Kazhagam,299300,1097,300397,25.76,S229
NARASIMHAN C,Bharatiya Janata Party,212859,1266,214125,18.36,S229
VIDHYA RANI,Naam Tamilar Katchi,106260,823,107083,9.18,S229
ARUMUGAM M,Bharatiya Praja Aikyata Party,6118,36,6154,0.53,S229
DR.SHANMUGAM .A.R,Independent,5577,6,5583,0.48,S229
ESHWARAN C,Independent,4126,2,4128,0.35,S229
TAMILSELVAN S,Bahujan Samaj Party,3665,33,3698,0.32,S229
SWAMINATHAN T G,Aravor Munnetra Kazhagam,1969,9,1978,0.17,S229
MANI K,Chennai Youth Party,1964,8,1972,0.17,S229
SRINIVASAN K,Independent,1619,2,1621,0.14,S229
VENKATESHKUMAR M,Independent,1585,5,1590,0.14,S229
ALBERT FRANCIS XAVIER S,Independent,1422,1,1423,0.12,S229
SARAVANAKUMAR A,Independent,1163,6,1169,0.1,S229
ANAND KUMAR A,Independent,1157,3,1160,0.1,S229
SUBRAMANI M,Tamilar Makkal Katchi,1156,39,1195,0.1,S229
ANNADURAI K,Independent,1154,6,1160,0.1,S229
MAHARAJAN G,Independent,991,4,995,0.09,S229
JAGADHEESAN C,Viro Ke Vir Indian Party,897,3,900,0.08,S229
VIJAYAKUMAR K P,Anaithu India Makkal Katchi,891,46,937,0.08,S229
DEEKSHITH M,Karunaadu Party,817,7,824,0.07,S229
RAMESH A,Independent,816,3,819,0.07,S229
RAJESHWARI B.H.,Independent,793,6,799,0.07,S229
CHANDRAMOHAN K.M.,Independent,789,3,792,0.07,S229
DEVAPPA Y,Independent,717,7,724,0.06,S229
VEERASAMY C,Independent,656,4,660,0.06,S229
YUVARAJ K P U,Independent,402,3,405,0.03,S229
NOTA,None of the Above,10893,89,10982,0.94,S229
CAPTAIN BRIJESH CHOWTA,Bharatiya Janata Party,760130,4002,764132,53.97,S1017
PADMARAJ.R.POOJARY,Indian National Congress,612103,2821,614924,43.43,S1017
KANTHAPPA ALANGAR,Bahujan Samaj Party,4202,30,4232,0.3,S1017
DURGA PRASAD,Karunada Sevakara Party,2578,14,2592,0.18,S1017
SUPREETH KUMAR POOJARY  KATEEL,Independent,1884,17,1901,0.13,S1017
MAXIM PINTO,Independent,1654,36,1690,0.12,S1017
PRAJAAKEEYA MANOHARA,Uttama Prajaakeeya Party,964,7,971,0.07,S1017
DEEPAK RAJESH COELHO,Independent,950,26,976,0.07,S1017
RANJINI. M,Karnataka Rashtra Samithi,758,18,776,0.05,S1017
NOTA,None of the Above,23515,61,23576,1.67,S1017
SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),591899,2908,594807,48.53,S1314
RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena,498514,1820,500334,40.83,S1314
ANIL JAYRAM RATHOD,Samnak Janta Party,56175,215,56390,4.6,S1314
HARISING (HARIBHAU) NASARU RATHOD,Bahujan Samaj Party,17256,140,17396,1.42,S1314
SANGITA DINESH CHAVHAN,Independent,7169,11,7180,0.59,S1314
RAMDAS BAJIRAO GHODAM,Independent,6776,5,6781,0.55,S1314
VINOD PANJABRAO NANDAGAVALI,Independent,6291,7,6298,0.51,S1314
SANDIP SAMPAT SHINDE,Independent,5511,3,5514,0.45,S1314
DHARAM DILIPSING THAKUR,Sanman Rajkiya Paksha,4539,16,4555,0.37,S1314
AMOL KOMAWAR,Hindrashtra Sangh,3364,13,3377,0.28,S1314
UTTAM ONKAR INGOLE,Peoples Party of India (Democratic),2958,17,2975,0.24,S1314
MANOJ MAHADEORAO GEDAM,Independent,2783,11,2794,0.23,S1314
NUR ALI MAHEBUB ALI SHAH,Independent,1951,7,1958,0.16,S1314
DR ARJUNKUMAR SITARAM RATHOD,Independent,1857,6,1863,0.15,S1314
PRO KISAN RAMRAO AMBURE,Independent,1705,15,1720,0.14,S1314
DIKSHANT NAMDEVRAO SAWAIKAR,Independent,1095,8,1103,0.09,S1314
GOKUL PREMDAS CHAVHAN,Independent,1091,3,1094,0.09,S1314
NOTA,None of the Above,9316,75,9391,0.77,S1314
CHANDAN CHAUHAN,Rashtriya Lok Dal,402604,1889,404493,39.48,S244
DEEPAK,Samajwadi Party,366226,759,366985,35.82,S244
VIJENDER SINGH,Bahujan Samaj Party,218294,692,218986,21.38,S244
ABDUL BARI,Jai Samta Party,8046,26,8072,0.79,S244
DEEPAK KUMAR,Independent,7284,34,7318,0.71,S244
ZAHEER,Independent,2780,8,2788,0.27,S244
RAJAPAL,Peoples Party of India (Democratic),2361,12,2373,0.23,S244
MOHD. SHAHJAD,Independent,2342,5,2347,0.23,S244
FARMAN,Majloom Samaj Party,2334,9,2343,0.23,S244
CHANDAN SINGH,Independent,2132,44,2176,0.21,S244
RAMDHAN SINGH,Majdoor Kisan Union Party,2088,17,2105,0.21,S244
NOTA,None of the Above,4386,60,4446,0.43,S244
CHANDRA PRAKASH CHOUDHARY,AJSU Party,447896,3243,451139,35.67,S276
MATHURA PRASAD MAHATO,Jharkhand Mukti Morcha,367197,3062,370259,29.27,S276
JAIRAM KUMAR MAHATO,Independent,342241,5081,347322,27.46,S276
KAMAL PRASAD,Bahujan Samaj Party,13971,103,14074,1.11,S276
SUBODH KUMAR YADAV,Independent,13093,13,13106,1.04,S276
RAMESHWAR DUSADH,Independent,11011,9,11020,0.87,S276
SUNITA TUDU,Independent,10899,45,10944,0.87,S276
MD AINUL ANSARI,Bahujan Mukti Party,6919,20,6939,0.55,S276
DWARAKA PRASAD LALA,Independent,5617,10,5627,0.44,S276
KALAWATI DEVI,Independent,5414,16,5430,0.43,S276
GYANESHWAR PRASAD,Lokhit Adhikar Party,5348,8,5356,0.42,S276
SHIVJI PRASAD,Right to Recall Party,4248,6,4254,0.34,S276
PRAMOD RAM,Peoples Party of India (Democratic),3805,20,3825,0.3,S276
USHA SINGH,Independent,3703,58,3761,0.3,S276
PAPPU KUMAR NISHAD,Bhartiya Lokmat Rashtrwadi Party,3203,13,3216,0.25,S276
SUBHASH KUMAR THAKUR,Sarv Samaj Party,2513,4,2517,0.2,S276
NOTA,None of the Above,5927,117,6044,0.48,S276
RAJA A,Dravida Munnetra Kazhagam,470729,2483,473212,46.44,S2219
DR MURUGAN L,Bharatiya Janata Party,231111,1516,232627,22.83,S2219
LOGESH TAMILSELVAN D,All India Anna Dravida Munnetra Kazhagam,219417,813,220230,21.61,S2219
JAYAKUMAR A,Naam Tamilar Katchi,58588,233,58821,5.77,S2219
VIJAYAKUMAR D,Independent,4805,3,4808,0.47,S2219
GANESHAMOORTHI A,Bahujan Samaj Party,3015,18,3033,0.3,S2219
BADRAN M,Ganasangam Party of India,2406,19,2425,0.24,S2219
SELVAN N,Independent,2038,16,2054,0.2,S2219
DHANABAL R,Independent,1906,22,1928,0.19,S2219
JAYANTHI M,Ambedkarite Party of India,1539,17,1556,0.15,S2219
MURUGAN Y,Independent,1408,5,1413,0.14,S2219
MURUGESAN,Independent,1057,2,1059,0.1,S2219
MALARMANNAN M,Samaniya Makkal Nala Katchi,813,7,820,0.08,S2219
SATHISH M,Independent,734,6,740,0.07,S2219
KRISHNA KUMAR,Independent,588,27,615,0.06,S2219
ANBHUGURU V,Independent,560,5,565,0.06,S2219
NOTA,None of the Above,12902,98,13000,1.28,S2219
MOHITE-PATIL DHAIRYASHEEL RAJSINH,Nationalist Congress Party Sharadchandra Pawar,618566,3647,622213,48.86,S1343
RANJEETSINGH HINDURAO NAIK NIMBALKAR,Bharatiya Janata Party,499171,2205,501376,39.37,S1343
ER. RAMCHANDRA MAYAPPA GHUTUKADE,New Rashtriya Samaj Party,58344,77,58421,4.59,S1343
BARASKAR RAMESH NAGNATH,Vanchit Bahujan  Aaghadi,20519,85,20604,1.62,S1343
JANKAR SWARUP DADA,Bahujan Samaj Party,7036,58,7094,0.56,S1343
HAKE LAXMAN SOPAN,Independent,5083,51,5134,0.4,S1343
SITARAM VITTHAL RANDIVE,Independent,4980,6,4986,0.39,S1343
DHANAJI SHRIPATI MASKE,Independent,4433,0,4433,0.35,S1343
BICHUKALE SANTOSH BALASAHEB,Republican Party of India (A),4039,7,4046,0.32,S1343
SAWANT RAHUL SHASHIKANT,Independent,3903,6,3909,0.31,S1343
AWARE SIDDHESHWAR BHARAT,All India Forward Bloc,3058,9,3067,0.24,S1343
HANUMANT NARAYAN MANE,Independent,2862,2,2864,0.22,S1343
NANDU SAMBHAJI MORE,Independent,2686,1,2687,0.21,S1343
NAVANATH BIRA MADANE,Independent,2434,1,2435,0.19,S1343
GIRISH PRABHAKAR SHETE,Independent,2380,3,2383,0.19,S1343
ADV. JORE SACHIN BHASKAR,Independent,2344,3,2347,0.18,S1343
NANASAHEB RAMHARI YADAV,Independent,2213,1,2214,0.17,S1343
KIRAN TANAJI SATHE,Independent,2167,8,2175,0.17,S1343
BHAUSAHEB SUKHADEV LIGADE,Independent,2034,18,2052,0.16,S1343
ER. BALIRAM SUKHADEV MORE,Independent,1952,1,1953,0.15,S1343
KHARAT SANDIP JANARADHAN,Independent,1746,9,1755,0.14,S1343
NARAYAN TATOBA KALEL,Independent,1557,3,1560,0.12,S1343
KASHINATH KISAN DEOKATE,Independent,1276,3,1279,0.1,S1343
GOPAL YESHVANT JADHAV,Bharatheeya Jawan Kisan Party,1273,16,1289,0.1,S1343
SATYAWAN VIJAY OMBASE,Swarajya Sena (Maharashtra),1254,6,1260,0.1,S1343
SITAPURE VINOD DILIP,Independent,1190,1,1191,0.09,S1343
ASHOK DNYANDEV WAGHMODE,Independent,984,5,989,0.08,S1343
ANIL BHAGAVAN SHEDAGE,Independent,977,5,982,0.08,S1343
AMOL MADHUKAR KARADE,Independent,900,3,903,0.07,S1343
RASHID ISMAIL SHAIKH,Independent,842,1,843,0.07,S1343
MORE ROHIT RAMKRUSHNA,Independent,669,2,671,0.05,S1343
SARADE GANESH NAVNATH,Independent,598,3,601,0.05,S1343
NOTA,None of the Above,3655,47,3702,0.29,S1343
BHARTRUHARI MAHTAB,Bharatiya Janata Party,529271,2330,531601,47.43,S1814
SANTRUPT MISRA,Biju Janata Dal,473443,1081,474524,42.34,S1814
SURESH MOHAPATRA,Indian National Congress,83461,354,83815,7.48,S1814
PRAMOD KUMAR MALLICK,Bahujan Samaj Party,4461,23,4484,0.4,S1814
NIRANJAN PATI,Independent,4390,6,4396,0.39,S1814
SOBHA PANDEY,Independent,3878,10,3888,0.35,S1814
PRAKASH CHANDRA SAHOO,Krupaa Party,3790,4,3794,0.34,S1814
RAJAKISHORE MALLIK,Socialist Unity Centre Of India (communist),3072,3,3075,0.27,S1814
GOKULANANDA MISHRA,Independent,1804,4,1808,0.16,S1814
MINATI PATNAIK,Samruddha Odisha,1241,10,1251,0.11,S1814
NOTA,None of the Above,8130,29,8159,0.73,S1814
SANTOSH PANDEY,Bharatiya Janata Party,711439,618,712057,49.25,S266
BHUPESH BAGHEL,Indian National Congress,667078,568,667646,46.18,S266
A.H. SIDDIQUI,Independent,10737,0,10737,0.74,S266
DEVLAL SINHA (SONVANSHI),Bahujan Samaj Party,9659,9,9668,0.67,S266
NARAD PRASAD NISHAD,Shakti Sena (Bharat Desh),8029,1,8030,0.56,S266
SUKHDEV SINHA,Independent,7998,3,8001,0.55,S266
VISHESH DHAMGAYE,Independent,4872,1,4873,0.34,S266
BHUVAN SAHU,Independent,4171,3,4174,0.29,S266
LALITA KANWAR,Hamar Raj Party,2139,10,2149,0.15,S266
ER. BASANT KUMAR MESHRAM,Independent,1818,2,1820,0.13,S266
RAMESH RAJPUT,Bhartiya Shakti Chetna Party,1735,2,1737,0.12,S266
TRIVENI PADOTI,Independent,1607,6,1613,0.11,S266
RAMFAL PATIL,Nyaydharmsabha,1535,2,1537,0.11,S266
AJAY PALI,Independent,1114,0,1114,0.08,S266
LAKHAN SING TANDAN,Rashtriya Jansabha Party,1056,0,1056,0.07,S266
NOTA,None of the Above,9152,401,9553,0.66,S266
S SUPONGMEREN JAMIR,Indian National Congress,399512,2439,401951,52.83,S171
